document_id,text,true_label,text_length,text_cleaned,cleaned_length,cluster,topic,intent,sentiment,predicted_topic,predicted_intent,predicted_sentiment
17651,"From: wesommer@mit.edu (Bill Sommerfeld)
Subject: Re: The source of that announcement
Organization: Massachusetts Institute of Technology
Lines: 112
Distribution: world
NNTP-Posting-Host: bill-the-cat.mit.edu
In-reply-to: marc@mit.edu's message of 18 Apr 1993 01:19:38 GMT

       % telnet csrc.ncsl.nist.gov 25
       Trying...
       Connected to csrc.ncsl.nist.gov.
       Escape character is '^]'.
       220 first.org sendmail 4.1/NIST ready at Sat, 17 Apr 93 20:42:56 EDT
       expn clipper
       250-<csspab@mail-gw.ncsl.nist.gov>
       250-<denning@cs.georgetown.edu>
       250-<hoffman@seas.gwu.edu>
       250-<mkapor@eff.org>
       250-<rotenberg@cpsr.org>
       250-<rivest@mit.edu>
       250-<mhellman@stanford.edu>
       250-<alanrp@aol.com>
       250-<dparker@sri.com>
       250-<jim@rsa.com>
       250-<branstad@tis.com>
       250 <mgrsplus@csmes.ncsl.nist.gov>
       quit
       221 first.org closing connection
       Connection closed.

Note also:

% telnet csmes.ncsl.nist.gov 25
Trying 129.6.54.2...
Connected to csmes.ncsl.nist.gov.
Escape character is '^]'.
220 csmes.ncsl.nist.gov sendmail 4.1/NIST(rbj/dougm) ready at Sat, 17 Apr 93 23:08:58 EDT
expn mgrsplus
250-<mcnulty@ecf.ncsl.nist.gov>
250-Irene Gilbert <igilbert>
250-Dennis Branstad <branstad>
250-Robert Rosenthal <rmr>
250-Gene Troy <troy>
250-<smid@st1.ncsl.nist.gov>
250-Dennis Steinauer <dds>
250 <katzke@st1.ncsl.nist.gov>

telnet mail-gw.ncsl.nist.gov 25
Trying 129.6.48.199...
Connected to mail-gw.ncsl.nist.gov.
Escape character is '^]'.
220 mail-gw.ncsl.nist.gov sendmail 4.1/rbj/jck-3 ready at Sat, 17 Apr 93 23:06:50 EDT
expn csspab
250-<burrows@ecf>
250-<mcnulty@ecf>
250-Bill Colvin <colvin>
250-<Gangemi@dockmaster.ncsc.mil>
250-John Kuyers <kuyers>
250-<slambert@cgin.cto.citicorp.com>
250-<lipner@mitre.org>
250-<gallagher@dockmaster.ncsc.mil>
250-<cindy_rand@postmaster.dot.gov>
250-<walker@tis.com>
250-<willis@rand.org>
250-Eddie Zeitler <zeitler>
250-Cris Castro <castro>
250 <whitehurst@vnet.ibm.com>

% telnet st1.ncsl.nist.gov 25
Trying 129.6.54.91...
Connected to st1.ncsl.nist.gov.
Escape character is '^]'.
220 st1.ncsl.nist.gov SEndMaIl 4.1/NBS-rbj.11 rEadY At Sat, 17 Apr 93 23:13:43 EDT
expn smid
250 Miles Smid <smid>
expn katzke
250 Stuart Katzke <katzke>
quit
221 st1.ncsl.nist.gov closing connection
Connection closed by foreign host.

% telnet ecf.ncsl.nist.gov 25
Trying 129.6.48.2...
Connected to ecf.ncsl.nist.gov.
Escape character is '^]'.
220 ECF.NCSL.NIST.GOV TGV/MultiNet SMTP service ready.
expn burrows
250 Burrows, James <burrows>
expn mcnulty
250 McNulty, Lynn <mcnulty>
quit
221 ECF.NCSL.NIST.GOV TGV/MultiNet SMTP service complete.

% whois -h rs.internic.net first.org
National Institute of Standards and Technology (FIRST-DOM)
   225/A216
   	 NIST
   	 GAITHERSBURG, MD 20899

   Domain Name: FIRST.ORG

   Administrative Contact:
      Wack, John P.  (JPW18)  WACK@ENH.NIST.GOV
      (301) 975-3411 (FTS) 879-3411
   Technical Contact, Zone Contact:
      Hunt, Craig W.  (CWH3)  Hunt@ENH.NIST.GOV
      (301) 975-3827 (FTS) 879-3827

   Record last updated on 17-Dec-91.

   Domain servers in listed order:

   DOVE.NIST.GOV		129.6.16.2
   AMES.ARC.NASA.GOV		128.102.18.3


The InterNIC Registration Services Host ONLY contains Internet Information
(Networks, ASN's, Domains, and POC's).
Please use the whois server at nic.ddn.mil for MILNET Information.
--
",sci.crypt,3407,"% telnet csrc.ncsl.nist.gov 25 trying... connected to csrc.ncsl.nist.gov. escape character is '^]'. 220 first.org sendmail 4.1/nist ready at sat, 17 apr 93 20:42:56 edt expn clipper 250 quit 221 first.org closing connection connection closed. note also: % telnet csmes.ncsl.nist.gov 25 trying 129.6.54.2... connected to csmes.ncsl.nist.gov. escape character is '^]'. 220 csmes.ncsl.nist.gov sendmail 4.1/nist(rbj/dougm) ready at sat, 17 apr 93 23:08:58 edt expn mgrsplus 250-irene gilbert <igilbert> 250-dennis branstad <branstad> 250-robert rosenthal <rmr> 250-gene troy <troy> 250-dennis steinauer <dds> 250 telnet mail-gw.ncsl.nist.gov 25 trying 129.6.48.199... connected to mail-gw.ncsl.nist.gov. escape character is '^]'. 220 mail-gw.ncsl.nist.gov sendmail 4.1/rbj/jck-3 ready at sat, 17 apr 93 23:06:50 edt expn csspab 250-bill colvin <colvin> 250-john kuyers <kuyers> 250-eddie zeitler <zeitler> 250-cris castro <castro> 250 % telnet st1.ncsl.nist.gov 25 trying 129.6.54.91... connected to st1.ncsl.nist.gov. escape character is '^]'. 220 st1.ncsl.nist.gov sendmail 4.1/nbs-rbj.11 ready at sat, 17 apr 93 23:13:43 edt expn smid 250 miles smid <smid> expn katzke 250 stuart katzke <katzke> quit 221 st1.ncsl.nist.gov closing connection connection closed by foreign host. % telnet ecf.ncsl.nist.gov 25 trying 129.6.48.2... connected to ecf.ncsl.nist.gov. escape character is '^]'. 220 ecf.ncsl.nist.gov tgv/multinet smtp service ready. expn burrows 250 burrows, james <burrows> expn mcnulty 250 mcnulty, lynn <mcnulty> quit 221 ecf.ncsl.nist.gov tgv/multinet smtp service complete. % whois -h rs.internic.net first.org national institute of standards and technology (first-dom) 225/a216 nist gaithersburg, md 20899 domain name: first.org administrative contact: wack, john p. (jpw18) (301) 975-3411 (fts) 879-3411 technical contact, zone contact: hunt, craig w. (cwh3) (301) 975-3827 (fts) 879-3827 record last updated on 17-dec-91. domain servers in listed order: dove.nist.gov 129.6.16.2 ames.arc.nasa.gov 128.102.18.3 the internic registration services host only contains internet information (networks, asn's, domains, and poc's). please use the whois server at nic.ddn.mil for milnet information. --",2209,19,Email communication and technical commands,To share information about a telnet connection and related email addresses,Neutral,Email communication and technical commands,To share information about a telnet connection and related email addresses,Neutral
13190,"From: adrian@ora.COM (Adrian Nye)
Subject: Re: Keyboard mapping and window placement questions
Reply-To: adrian@ora.com
Organization: O'Reilly and Associates, Inc.
Lines: 18
NNTP-Posting-Host: enterpoop.mit.edu
To: xpert@expo.lcs.mit.edu


> If I use Xt, all 
> O'Reilly has to say is '...is automatically handled by Xt...'.  If I use Xlib, ala XNextEvent(), I get nothing.  This all stems from problems with users of 
> the Sun 4/5 keyboard and the NumLock; plus various Alt/Meta/etc. modifier 
> requirements.

That's not all it says.  The coverage of modifiers is in Chapter 8
of Volume Four (or chap 7 in older Athena editions), where there is about 
10 pages on how to specify translations to capture
various combinations of keys or buttons.

The Xlib route uses XLookupString and there is a lot of coverage
of how that works in Volume One,  chapter 9.  You should read this
to understand how all the mappings work before trying to do anything
complicated.

Adrian Nye
O'Reilly and Associates
",comp.windows.x,998,"that's not all it says. the coverage of modifiers is in chapter 8 of volume four (or chap 7 in older athena editions), where there is about 10 pages on how to specify translations to capture various combinations of keys or buttons. the xlib route uses xlookupstring and there is a lot of coverage of how that works in volume one, chapter 9. you should read this to understand how all the mappings work before trying to do anything complicated. adrian nye o'reilly and associates",478,20,Keyboard mapping and window placement in X11,Provide information and guidance on handling keyboard mappings and modifiers in Xlib and Xt,Neutral,Keyboard mapping and window placement in X11,Provide information and guidance on handling keyboard mappings and modifiers in Xlib and Xt,Neutral
18496,"From: waldo@cybernet.cse.fau.edu (Todd J. Dicker)
Subject: Re: Israel's Expansion II
Organization: Cybernet BBS, Boca Raton, Florida
Lines: 36

ab4z@Virginia.EDU (""Andi Beyer"") writes:

> waldo@cybernet.cse.fau.edu  writes:
> > ab4z@Virginia.EDU (""Andi Beyer"") writes:
> > 
> > > First of all I never said the Holocaust. I said before the
> > > Holocaust. I'm not ignorant of the Holocaust and know more
> > > about Nazi Germany than most people (maybe including you). 
> > 
> > Uh Oh!  The first sign of an argument without merit--the stating of one's 
> > ""qualifications"" in an area.  If you know something about Nazi Germany, 
> > show it.  If you don't, shut up.  Simple as that.
> > 
> > > 	I don't think the suffering of some Jews during WWII
> > > justifies the crimes commited by the Israeli government. Any
> > > attempt to call Civil liberterians like myself anti-semetic is
> > > not appreciated.
> > 
> > ALL Jews suffered during WWII, not just our beloved who perished or were 
> > tortured.  We ALL suffered.  Second, the name-calling was directed against
> > YOU, not civil-libertarians in general.  Your name-dropping of a fancy
> > sounding political term is yet another attempt to ""cite qualifications"" 
> > in order to obfuscate your glaring unpreparedness for this argument.  Go 
> > back to the minors, junior.
> 	All humans suffered emotionally, some Jews and many
> others suffered physically. It is sad that people like you are
> so blinded by emotions that they can't see the facts. Thanks
> for calling me names, it only assures me of what kind of
> ignorant people I am dealing with. I included your letter since
> I thought it demonstrated my point more than anything I could
> write. 

-----
When you're willing to actually support something you say with fact or 
argument rather than covering up your own inadequacies with feigned 
offense, let me know.  Otherwise, back to your own league, son.
",talk.politics.mideast,1927,"(""andi beyer"") writes: ----- when you're willing to actually support something you say with fact or argument rather than covering up your own inadequacies with feigned offense, let me know. otherwise, back to your own league, son.",230,21,Israel and Holocaust discussion,Defend personal views on Israeli government actions and address accusations of anti-Semitism,Defensive and confrontational,Israel and Holocaust discussion,Defend personal views on Israeli government actions and address accusations of anti-Semitism,Defensive and confrontational
13097,"From: qman@casbah.acns.nwu.edu (Charlie Kuehmann)
Subject: Re: Monitors - should they be kept on 24 hours a day???
Nntp-Posting-Host: ironman.ms.nwu.edu
Organization: Northwestern University
Lines: 37

In article <C5uHHI.2HDG@austin.ibm.com>, kelleyb@austin.ibm.com (Kelley
Boylan) wrote:
> 
> 
> > Yes, I know computers and harddisk drives should be ALWAYS on. But what about
> > monitors? They generate a lots of heat. Should I or shouldn't I keep them on
> > 24 hours a day? Any advice? Thanks. Take care...Paul
> 
> There has been no empirical evidence to support the first statement.  True,
> there is a power surge at startup that has the potential to do damage, but
> the internal power supply is well-protected. (I've turned my Mac on and off 
> six or seven times a day for three years without problem).  The monitor is
> the same.  To leave it on is to waste a lot of electricity -- twice as much
> as a television, possibly more.
> 
> Turn it off when you're not using it.  It'll save you money and the world
> a few more resources.

The problem with turing your computer on and off constantly is not due to
the power surge at start up.  It is due to thermal fatigue.  You turn on
your computer, it heats up, and everything expands.  You turn it off, it
cools off, and everything contracts.  There is a limited number of cycles
of this that any component can take before it fails.  Modern electronics
are much more robust in this respect than their predeccesors.  In fact
portable computers are designed with this in mind since the sleep function
that extends battery life also greatly increaces the number of thermal
cycles that occur.  As a rule of thumb, if I am not going to use my
computer (and this includes the monitor) in the next 4-6 hours, I turn it
off (I always dim the monitor when not in use to prolong the life of the
phosphor).  I tend to think that with the pace of technical innovation in
the computer industry you should be much less concerned with the fatigue
life of your equipment and more concerned with how long your particular
architecture will be supported by hardware and software vendors. :"") 

Charles Kuehmann
Northwestern University
Steel Research Group
",comp.sys.mac.hardware,2196,"in article (kelley boylan) wrote: the problem with turing your computer on and off constantly is not due to the power surge at start up. it is due to thermal fatigue. you turn on your computer, it heats up, and everything expands. you turn it off, it cools off, and everything contracts. there is a limited number of cycles of this that any component can take before it fails. modern electronics are much more robust in this respect than their predeccesors. in fact portable computers are designed with this in mind since the sleep function that extends battery life also greatly increaces the number of thermal cycles that occur. as a rule of thumb, if i am not going to use my computer (and this includes the monitor) in the next 4-6 hours, i turn it off (i always dim the monitor when not in use to prolong the life of the phosphor). i tend to think that with the pace of technical innovation in the computer industry you should be much less concerned with the fatigue life of your equipment and more concerned with how long your particular architecture will be supported by hardware and software vendors. :"") charles kuehmann northwestern university steel research group",1174,22,Monitor Usage,Provide advice on whether to keep monitors on 24 hours a day,Neutral,Monitor Usage,Provide advice on whether to keep monitors on 24 hours a day,Neutral
1892,"From: toml@blade.Boulder.ParcPlace.COM (Tom LaStrange)
Subject: Re: Forcing a window manager to accept specific coordinates for a window
Reply-To: toml@boulder.ParcPlace.COM
Organization: ParcPlace Boulder
Lines: 45

In article <1r5l8g$bub@wsinfo03.win.tue.nl>, rcb5@wsinfo03.win.tue.nl (Richard Verhoeven) writes:
|> bading@cs.tu-berlin.de (Tobias 'Doping' Bading) writes:
|> > 
|> > try this after XCreateWindow:
|> > -----------------------------
|> > ...
|> >
|> >   xsizehints->flags = USPosition | USSize;	/* or = PPosition | PSize */
|> >   ...
|> >   XSetWMNormalHints (display, window, xsizehints);
|> >   ...
|> >
|> > These hints tell the window manager that the position and size of the window
|> > are specified by the users and that the window manager should accept these
|> > values. If you use xsizehints->flags = PPosition | PSize, this tells the window
|> > manager that the values are prefered values of the program, not the user.
|> > I don't know a window manager that doesn't place the window like you prefer
|> > if you specify the position and size like above.
|> 
|> Sorry, but olwm and tvtwm don't do it. They place the title at that position
|> and the window at a position below it.

The reason they place their outside corner at the location you requested
is because that's what the ICCCM says they should do.

|> This becomes a problem when you want a program to be able to save its current
|> configuration and restore is later.
|> 
|> Currently, my solution is:
|> 
|> 	XCreateWindow(...);
|> 	XSetWMProperties(..);
|> 	XMapWindow(...);
|> 	XFlush(...);
|> 	XMoveWindow(...);

This code will almost certainly break.  Calling XMapWindow and then
XFlush does not guarantee that the window is visible and managed by the
window manager.  Even if this did work, there isn't a reliable way to
find out how much decoration the window manager placed around your
window, so you don't know how far to move it.  And what if the window
manager refuses to move your window?

--
Tom LaStrange        toml@boulder.ParcPlace.COM
",comp.windows.x,2045,"in article (richard verhoeven) writes: |> (tobias 'doping' bading) writes: |> > |> > try this after xcreatewindow: |> > ----------------------------- |> > ... |> > |> > xsizehints->flags = usposition | ussize; /* or = pposition | psize */ |> > ... |> > xsetwmnormalhints (display, window, xsizehints); |> > ... |> > |> > these hints tell the window manager that the position and size of the window |> > are specified by the users and that the window manager should accept these |> > values. if you use xsizehints->flags = pposition | psize, this tells the window |> > manager that the values are prefered values of the program, not the user. |> > i don't know a window manager that doesn't place the window like you prefer |> > if you specify the position and size like above. |> |> sorry, but olwm and tvtwm don't do it. they place the title at that position |> and the window at a position below it. the reason they place their outside corner at the location you requested is because that's what the icccm says they should do. |> this becomes a problem when you want a program to be able to save its current |> configuration and restore is later. |> |> currently, my solution is: |> |> xcreatewindow(...); |> xsetwmproperties(..); |> xmapwindow(...); |> xflush(...); |> xmovewindow(...); this code will almost certainly break. calling xmapwindow and then xflush does not guarantee that the window is visible and managed by the window manager. even if this did work, there isn't a reliable way to find out how much decoration the window manager placed around your window, so you don't know how far to move it. and what if the window manager refuses to move your window? -- tom lastrange",1687,23,Window Management in X11,To provide guidance on how to set window size and position hints for a window manager in X11.,Neutral,Window Management in X11,To provide guidance on how to set window size and position hints for a window manager in X11.,Neutral
4120,"From: bferrell@moth.occ.uc.edu (Brett Ferrell)
Subject: Re: Challenge to Microsoft supporters.
Nntp-Posting-Host: moth.occ.uc.edu
Organization: University of Cincinnati
Lines: 17

In article <strobl.737652964@gmd.de> strobl@gmd.de (Wolfgang Strobl) writes:
>In <14957@news.duke.edu> kdb@sunbar.mc.duke.edu (Kurt Bollacker) writes:
>>None of this changes the fact that MSW3.1 is objectively inferior to its
>>competition.
>
>This is indeed true. I prefer Windows NT. It is certainly much better
>than Microsoft Windows 3.1/DOS.
Please....Apples to Apples.  Nt is a beta, and as such cannot be accepted as a
competitor to Win3.1-it's not on the market.  Same for OS/2 2.1, for a couple or
weeks......
>--
>      o      (     Wolfgang Strobl    Wolfgang.Strobl@gmd.de (+49 2241) 14-2394
BTW, cute sig. 
-- 
Brett D. Sherron-Ferrell		     	     email@bferrell@uceng.uc.edu
U. of Cincy					     ""Catch the Cats............
College of Engineering				      ...............If you can""
",comp.os.ms-windows.misc,977,"in article (wolfgang strobl) writes: please....apples to apples. nt is a beta, and as such cannot be accepted as a competitor to win3.1-it's not on the market. same for os/2 2.1, for a couple or weeks...... btw, cute sig. -- brett d. sherron-ferrell u. of cincy ""catch the cats............ college of engineering ...............if you can""",339,24,Discussion on Microsoft Windows and its competitors,To debate the quality and market readiness of Microsoft Windows 3.1 compared to other operating systems,Neutral,Discussion on Microsoft Windows and its competitors,To debate the quality and market readiness of Microsoft Windows 3.1 compared to other operating systems,Neutral
15967,"From: kasper@aero.org (Brian P. Kasper)
Subject: Re: TIFF file viewer needed
Organization: The Aerospace Corporation, El Segundo, CA
Lines: 33
NNTP-Posting-Host: aerospace.aero.org

In article <1993May17.061914.22239@cs.sfu.ca> chapman@cs.sfu.ca (John Chapman) writes:
>Hello - I am in need of a file viewer for 24 bit TIFF images, to run under
>        windows (3.1 if it matters); alternatively a package to run an
>        X-server on top of windows would do very well. Unfortunately the
>        budget for this is limited so whatever I end up using has to be
>        public domain or very inexpensive. Thanks in advance for any help,
>
>        john
>
>
>
>chapman@cs.sfu.ca
>
>
PaintShop Pro for Windows is a fantastic product.  It can handle TIFF, GIF,
BMP, PCX, and many other formats, displaying them and converting between
them.  There is a shareware version of the program; I assume it's available
in the Windows areas of the standard anonymous FTP locations (I'd try
ftp.cica.indiana.edu).  Log in as ftp, use your username as a password,
and look for a program called PSP101.exe or something like that.  I have
the registered version, and the only major difference I can detect is that
the unregistered version pops up a message when you start the program
asking you to please register it.

Once again, FANTASTIC software.  Up to 24 bits, huge images, everything.

-Brian


-- 
Brian Kasper, AKA Prisoner 655321   | ""My hovercraft is full of eels.""
The Aerospace Corporation           |
Internet: kasper@aerospace.aero.org | 
",comp.os.ms-windows.misc,1540,"in article (john chapman) writes: paintshop pro for windows is a fantastic product. it can handle tiff, gif, bmp, pcx, and many other formats, displaying them and converting between them. there is a shareware version of the program; i assume it's available in the windows areas of the standard anonymous ftp locations (i'd try ftp.cica.indiana.edu). log in as ftp, use your username as a password, and look for a program called psp101.exe or something like that. i have the registered version, and the only major difference i can detect is that the unregistered version pops up a message when you start the program asking you to please register it. once again, fantastic software. up to 24 bits, huge images, everything. -brian -- brian kasper, aka prisoner 655321 | ""my hovercraft is full of eels."" the aerospace corporation | internet: |",839,25,Software recommendation for TIFF file viewer,To provide a solution for viewing TIFF images on Windows,Neutral,Software recommendation for TIFF file viewer,To provide a solution for viewing TIFF images on Windows,Neutral
16364,"From: prb@access.digex.com (Pat)
Subject: Re: HST Servicing Mission Scheduled for 11 Days
Organization: Express Access Online Communications USA
Lines: 23
Distribution: world
NNTP-Posting-Host: access.digex.net
Keywords: HST



SOmebody mentioned  a re-boost of HST during this mission,  meaning
that Weight is a very tight  margin on this  mission.

How will said re-boost be done?

Grapple, HST,  stow it in Cargo bay,  do OMS burn to high altitude,  

unstow  HST,   repair  gyros,  costar install,  fix solar arrays,

then return to earth?

My guess is  why  bother with  usingthe shuttle to reboost?

why not  grapple,  do all said fixes,   bolt a small  liquid  fueled
thruster module  to  HST,   then let it make the re-boost.  it has to be
cheaper on mass then usingthe shuttle as a tug.   that way, now that
they are going to need at least 5  spacewalks,  then they can carry
an EDO pallet,  and  sit on station and even  maybe do the  solar array
tilt  motor  fix.

pat
",sci.space,980,"somebody mentioned a re-boost of hst during this mission, meaning that weight is a very tight margin on this mission. how will said re-boost be done? grapple, hst, stow it in cargo bay, do oms burn to high altitude, unstow hst, repair gyros, costar install, fix solar arrays, then return to earth? my guess is why bother with usingthe shuttle to reboost? why not grapple, do all said fixes, bolt a small liquid fueled thruster module to hst, then let it make the re-boost. it has to be cheaper on mass then usingthe shuttle as a tug. that way, now that they are going to need at least 5 spacewalks, then they can carry an edo pallet, and sit on station and even maybe do the solar array tilt motor fix. pat",706,26,Hubble Space Telescope Servicing Mission,Discussing the logistics and potential alternatives for the HST re-boost during the servicing mission,Neutral,Hubble Space Telescope Servicing Mission,Discussing the logistics and potential alternatives for the HST re-boost during the servicing mission,Neutral
12776,"Subject: items 4sale, received from a award giving company
From: koutd@hiramb.hiram.edu (DOUGLAS KOU)
Organization: Hiram College
Nntp-Posting-Host: hiramb.hiram.edu
Lines: 23

I participated in a promotion by a company called Visual Images.
I attempted to cancel my order before the package arrived. I was
not able to stop them and now I have a package which I do not need.

Nishika 3D camera, wide angle flesh, film, carring case, instruction
tapes, and some jewelrys.

3 vacation vouchers to Bahama, Cancun, Las Vegas, Orlando.

I paid $697 for the promotion package, and the vacation vouchers
came as gift. I really want to sell them, so make me an offer for
the whole package. If you are participating in a award, $697 is how
much you would end up paying. And I strongly believe that you would
get the same award as I do. If you are interested in those items,
you could get them from me for a cheaper price.

Let me know, and make me an offer. No flames please, I have got enough.

You could reach me at koutd@hirama.hiram.edu

Douglas Kou
Hiram College

",misc.forsale,1060,"i participated in a promotion by a company called visual images. i attempted to cancel my order before the package arrived. i was not able to stop them and now i have a package which i do not need. nishika 3d camera, wide angle flesh, film, carring case, instruction tapes, and some jewelrys. 3 vacation vouchers to bahama, cancun, las vegas, orlando. i paid $697 for the promotion package, and the vacation vouchers came as gift. i really want to sell them, so make me an offer for the whole package. if you are participating in a award, $697 is how much you would end up paying. and i strongly believe that you would get the same award as i do. if you are interested in those items, you could get them from me for a cheaper price. let me know, and make me an offer. no flames please, i have got enough. you could reach me at douglas kou hiram college",852,27,sale of promotional items,to sell a package of items received from a promotion,frustrated,sale of promotional items,to sell a package of items received from a promotion,frustrated
13406,"From: eshneken@ux4.cso.uiuc.edu (Edward A Shnekendorf)
Subject: Re: was: Go Hezbollah!!
Organization: University of Illinois at Urbana
Lines: 44

amehdi@src.honeywell.com (Hossien Amehdi) writes:

>In article <C5HuBA.CJo@news.cso.uiuc.edu> eshneken@ux4.cso.uiuc.edu (Edward A Shnekendorf) writes:
>>amehdi@src.honeywell.com (Hossien Amehdi) writes:
>>
>>>You know when Israelis F16 (thanks to General Dynamics) fly high in the sky
>>>and bomb the hell out of some village in Lebanon, where civilians including
>>>babies and eldery getting killed, is that plain murder or what?
>>
>>If you Arabs wouldn't position guerilla bases in refugee camps, artillery 
>>batteries atop apartment buildings, and munitions dumps in hospitals, maybe
>>civilians wouldn't get killed.  Kinda like Saddam Hussein putting civilians
>>in a military bunker.  
>>
>>Ed.

>Who is the you Arabs here.  Since you are replying to my article you
>are assuming that I am an Arab.  Well, I'm not an Arab, but I think you
>are brain is full of shit if you really believe what you said.  The
>bombardment of civilian and none civilian areas in Lebanon by Israel is
>very consistent with its policy of intimidation.  That is the only
>policy that has been practiced by the so called only democracy in
>the middle east!

What the hell do you know about Israeli policy?  What gives you the fiat
to look into the minds of Israeli generals?  Has this 'policy of intimidation'
been published somewhere?  For your information, the actions taken by Arabs,
specifically the PLO, were not uncommon in the Lebanon Campaign of 1982.  My
brain is full of shit?  At least I don't look into the minds of others and 
make Israeli policy for them!

>I was merley pointing out that the other side is also suffering.
>Like I said, I'm not an Arab but if I was, say a Lebanese, you bet
>I would defende my homeland against any invader by any means.

Yeah, yeah, yeah.  We all suffer.  It's too bad that civilians get killed but
I will blame their Arab leaders who put them in positions of danger before I
will blame the Israelis.  Just like Palestinians who send their children into
warzones to throw rocks at armed Israeli soldiers.  What irresponsible parents!
As Golda Meir said, peace will only come when the Arabs start loving their
children more than they hate the Jews.

Ed.

",talk.politics.mideast,2332,"(hossien amehdi) writes: what the hell do you know about israeli policy? what gives you the fiat to look into the minds of israeli generals? has this 'policy of intimidation' been published somewhere? for your information, the actions taken by arabs, specifically the plo, were not uncommon in the lebanon campaign of 1982. my brain is full of shit? at least i don't look into the minds of others and make israeli policy for them! yeah, yeah, yeah. we all suffer. it's too bad that civilians get killed but i will blame their arab leaders who put them in positions of danger before i will blame the israelis. just like palestinians who send their children into warzones to throw rocks at armed israeli soldiers. what irresponsible parents! as golda meir said, peace will only come when the arabs start loving their children more than they hate the jews. ed.",857,28,Middle East Conflict,Defend military actions and criticize guerrilla tactics,Controversial,Middle East Conflict,Defend military actions and criticize guerrilla tactics,Controversial
1565,"From: wcsbeau@alfred.carleton.ca (OPIRG)
Subject: Re: Is MSG sensitivity superstition?
Organization: Carleton University, Ottawa, Canada
Lines: 43

In article <1993Apr14.122647.16364@tms390.micro.ti.com> david@tms390.micro.ti.com (David Thomas) writes:

>>In article <13APR199308003715@delphi.gsfc.nasa.gov>, packer@delphi.gsfc.nasa.gov (Charles Packer) writes:
>>>Is there such a thing as MSG (monosodium glutamate) sensitivity?
>>>I saw in the NY Times Sunday that scientists have testified before 
>>>an FDA advisory panel that complaints about MSG sensitivity are
>>>superstition. Anybody here have experience to the contrary? 
>>>
>>>I'm old enough to remember that the issue has come up at least
>>>a couple of times since the 1960s. Then it was called the
>>>""Chinese restaurant syndrome"" because Chinese cuisine has
>>>always used it.
>
>So far, I've seen about a dozen posts of anecdotal evidence, but
>no facts.  I suspect there is a strong psychological effect at 
>work here.  Does anyone have results from a scientific study
>using double-blind trials?  

Check out #27903, just some 20 posts before your own. Maybe you missed
it amidst the flurry of responses? Yet again, the use of this
newsgroup is hampered by people not restricting their posts to matters
they have substantial knowledge of.

For cites on MSG, look up almost anything by John W. Olney, a
toxicologist who has studied the effects of MSG on the brain and on
development.  It is undisputed in the literature that MSG is an
excitotoxic food additive, and that its major constituent, glutamate
is essentially the premierie neurotransmitter in the mammalian brain
(humans included).  Too much in the diet, and the system gets thrown
off.  Glutamate and aspartate, also an excitotoxin are necessary in
small amounts, and are freely available in many foods, but the amounts
added by industry are far above the amounts that would normally be
encountered in a ny single food.  By eating lots of junk food,
packaged soups, and diet soft drinks, it is possible to jack your
blood levels so high, that anyone with a sensitivity to these
compounds will suffer numerous *real* physi9logical effects. 
Read Olney's review paper in Prog. Brain Res, 1988, and check *his*
sources. They are impecable. There is no dispute.

                    --Dianne Murray    wcsbeau@ccs.carleton.ca

",sci.med,2353,"in article (david thomas) writes: check out #27903, just some 20 posts before your own. maybe you missed it amidst the flurry of responses? yet again, the use of this newsgroup is hampered by people not restricting their posts to matters they have substantial knowledge of. for cites on msg, look up almost anything by john w. olney, a toxicologist who has studied the effects of msg on the brain and on development. it is undisputed in the literature that msg is an excitotoxic food additive, and that its major constituent, glutamate is essentially the premierie neurotransmitter in the mammalian brain (humans included). too much in the diet, and the system gets thrown off. glutamate and aspartate, also an excitotoxin are necessary in small amounts, and are freely available in many foods, but the amounts added by industry are far above the amounts that would normally be encountered in a ny single food. by eating lots of junk food, packaged soups, and diet soft drinks, it is possible to jack your blood levels so high, that anyone with a sensitivity to these compounds will suffer numerous *real* physi9logical effects. read olney's review paper in prog. brain res, 1988, and check *his* sources. they are impecable. there is no dispute. --dianne murray",1262,29,MSG sensitivity,to discuss and seek opinions on the validity of MSG sensitivity claims,neutral,MSG sensitivity,to discuss and seek opinions on the validity of MSG sensitivity claims,neutral
